order_id,customer_id,employee_id,order_date,status,region
725,33,16,2026-02-11,Cancelled,North
726,358,22,2025-12-24,Completed,North
727,408,13,2026-01-29,Completed,West
728,49,1,2026-04-29,Completed,East
729,488,11,2026-06-05,Completed,South
730,145,11,2025-08-14,Completed,South
731,325,16,2025-12-08,Completed,Central
732,161,17,2025-09-02,Completed,South
733,462,24,2026-06-25,Completed,West
734,75,9,2026-05-20,Completed,East
735,405,13,2025-09-27,Completed,North
736,142,7,2025-08-23,Completed,South
737,21,17,2025-11-13,Completed,South
738,53,17,2026-05-30,Cancelled,South
739,280,2,2026-01-01,Completed,West
740,120,5,2025-08-29,Completed,East
741,282,3,2026-02-28,Completed,North
742,360,3,2026-01-31,Completed,Central
743,334,22,2025-10-11,Completed,South
744,7,7,2025-10-15,Completed,South
745,246,18,2026-07-15,Completed,South
746,144,14,2026-06-24,Completed,North
747,478,7,2025-11-07,Cancelled,North
748,121,15,2026-06-15,Completed,East
749,364,10,2025-12-28,Completed,East
750,189,15,2026-06-19,Completed,East
751,45,20,2025-08-06,Completed,East
752,382,6,2025-09-18,Completed,South
753,192,18,2026-05-27,Completed,West
754,487,10,2026-05-06,Completed,East
755,107,6,2025-11-06,Completed,West
756,6,23,2025-12-29,Completed,West
757,498,22,2026-05-28,Pending,West
758,361,15,2026-01-21,Completed,North
759,238,9,2025-11-05,Completed,Central
760,382,21,2026-05-15,Completed,North
761,359,4,2025-08-15,Completed,South
762,358,14,2025-10-18,Completed,East
763,224,18,2026-01-27,Completed,North
764,498,22,2026-05-14,Completed,North
765,404,1,2026-05-28,Completed,East
766,71,11,2025-09-07,Completed,South
767,440,3,2026-02-20,Completed,Central
768,212,21,2026-04-17,Cancelled,East
769,116,24,2025-10-21,Completed,Central
770,34,18,2026-02-01,Completed,South
771,333,11,2025-12-31,Completed,Central
772,71,16,2026-04-23,Completed,West
773,465,8,2025-12-01,Completed,East
774,449,10,2026-07-31,Completed,East
775,131,20,2025-12-05,Completed,West
776,479,9,2025-10-02,Completed,Central
777,390,2,2026-04-03,Completed,East
778,50,24,2026-05-11,Completed,Central
779,391,8,2025-08-18,Completed,West
780,139,16,2026-05-18,Completed,West
781,89,8,2026-08-01,Completed,South
782,379,13,2026-03-03,Completed,North
783,161,12,2026-02-20,Completed,East
784,466,14,2025-09-18,Completed,East
785,246,6,2025-11-08,Completed,Central
786,47,23,2026-02-04,Completed,Central
787,143,6,2026-04-06,Completed,South
788,489,24,2025-11-26,Completed,West
789,52,9,2025-10-18,Completed,West
790,88,25,2025-12-19,Completed,North
791,143,15,2026-07-12,Completed,North
792,271,16,2025-08-22,Completed,West
793,38,20,2026-07-03,Completed,North
794,389,24,2026-04-17,Completed,East
795,239,12,2025-10-25,Completed,West
796,466,13,2025-09-14,Completed,East
797,323,17,2025-11-01,Completed,West
798,264,2,2026-04-04,Completed,Central
799,100,14,2026-01-17,Completed,South
800,461,11,2025-12-06,Completed,East
801,499,24,2025-08-07,Completed,Central
802,42,8,2025-10-05,Completed,North
803,481,12,2026-06-06,Completed,West
804,435,8,2025-11-17,Completed,South
805,48,23,2026-03-17,Pending,North
806,85,10,2025-09-17,Completed,Central
807,429,17,2026-01-02,Completed,East
808,81,21,2026-06-04,Completed,Central
809,361,5,2025-11-04,Completed,Central
810,77,24,2025-08-05,Completed,East
811,210,4,2025-08-18,Completed,East
812,445,23,2026-03-15,Completed,South
813,263,20,2026-06-02,Pending,South
814,338,24,2026-04-27,Completed,West
815,238,20,2026-02-02,Completed,East
816,417,18,2026-04-26,Completed,East
817,332,8,2026-03-21,Completed,South
818,40,5,2025-10-01,Completed,North
819,484,9,2025-12-24,Completed,West
820,315,9,2026-05-28,Completed,North
821,484,9,2025-09-05,Cancelled,Central
822,268,23,2025-11-06,Completed,East
823,165,21,2025-10-02,Completed,North
824,432,4,2026-02-12,Completed,North
825,79,9,2025-09-06,Completed,North
826,477,17,2026-04-25,Completed,North
827,296,23,2026-03-30,Completed,Central
828,55,9,2025-12-11,Completed,Central
829,112,24,2026-07-29,Completed,Central
830,97,16,2026-05-23,Completed,West
831,130,23,2026-04-01,Completed,Central
832,69,7,2025-08-25,Pending,Central
833,445,12,2025-08-25,Pending,West
834,26,9,2025-12-18,Completed,South
835,105,14,2026-04-09,Completed,South
836,243,25,2025-09-30,Completed,West
837,138,24,2026-05-01,Completed,North
838,491,22,2026-02-26,Completed,Central
839,103,21,2026-06-05,Completed,Central
840,354,3,2025-09-12,Completed,South
841,212,18,2025-09-19,Completed,Central
842,190,4,2026-02-07,Completed,Central
843,456,15,2025-10-31,Completed,South
844,278,6,2025-12-03,Cancelled,West
845,258,19,2026-03-06,Cancelled,East
846,50,21,2026-06-04,Completed,East
847,154,22,2026-04-09,Completed,North
848,359,6,2026-05-22,Completed,Central
849,89,20,2025-12-14,Completed,East
850,333,19,2026-06-10,Completed,South
851,38,8,2026-07-14,Completed,East
852,236,6,2026-01-19,Pending,East
853,488,4,2026-05-13,Completed,Central
854,308,22,2025-10-15,Completed,East
855,46,12,2025-08-10,Completed,South
856,211,20,2026-04-26,Completed,Central
857,439,21,2025-12-26,Completed,West
858,125,5,2025-12-19,Completed,West
859,342,24,2026-05-10,Completed,South
860,129,3,2025-09-23,Completed,West
861,467,24,2025-11-07,Completed,West
862,149,17,2026-07-17,Pending,Central
863,437,10,2025-08-17,Completed,South
864,73,4,2026-02-06,Completed,Central
865,64,18,2026-05-03,Completed,South
866,253,7,2026-01-18,Completed,East
867,259,16,2026-03-07,Pending,North
868,213,4,2025-11-24,Completed,Central
869,414,4,2026-02-28,Completed,Central
870,215,3,2026-04-29,Completed,North
871,383,2,2026-02-08,Completed,East
872,22,7,2025-10-14,Completed,South
873,419,25,2026-03-10,Completed,West
874,488,6,2025-10-13,Completed,East
875,434,16,2026-03-01,Completed,South
876,468,18,2025-12-15,Completed,North
877,232,9,2025-12-05,Completed,West
878,292,8,2026-05-13,Completed,North
879,489,6,2026-01-30,Completed,South
880,319,23,2025-11-16,Pending,West
881,214,1,2026-07-04,Completed,South
882,424,1,2026-06-20,Pending,North
883,402,18,2026-03-22,Completed,East
884,137,13,2026-07-23,Completed,Central
885,99,20,2026-07-02,Completed,North
886,442,21,2026-03-05,Completed,Central
887,67,20,2025-10-03,Completed,Central
888,478,20,2025-08-28,Completed,East
889,135,3,2026-02-24,Completed,West
890,177,13,2025-10-01,Completed,North
891,465,6,2026-01-23,Completed,South
892,122,17,2025-11-24,Completed,West
893,372,6,2026-06-16,Completed,South
894,263,6,2025-11-12,Completed,South
895,477,14,2026-02-28,Completed,East
896,264,6,2025-12-22,Completed,East
897,414,5,2026-01-25,Completed,North
898,88,6,2025-08-02,Completed,East
899,230,4,2026-05-30,Completed,South
900,274,25,2026-04-06,Completed,Central
901,118,22,2026-02-14,Completed,Central
902,183,6,2025-12-27,Completed,West
903,195,25,2026-05-13,Pending,North
904,278,5,2025-10-13,Completed,West
905,340,12,2026-07-10,Completed,Central
906,72,12,2025-08-09,Completed,South
907,86,19,2026-03-30,Completed,Central
908,259,4,2026-06-30,Completed,East
909,427,4,2025-12-21,Completed,South
910,104,4,2026-05-30,Completed,East
911,436,11,2026-03-30,Completed,Central
912,56,10,2025-11-02,Completed,East
913,63,23,2025-12-04,Completed,Central
914,443,25,2026-05-09,Completed,West
915,315,4,2025-08-26,Completed,West
916,452,2,2026-04-14,Completed,East
917,38,8,2026-02-27,Completed,North
918,325,14,2026-06-16,Completed,North
919,4,5,2025-12-30,Completed,South
920,33,5,2025-10-14,Completed,North
921,251,6,2026-02-21,Completed,West
922,91,6,2026-04-24,Completed,East
923,419,25,2026-02-11,Completed,Central
924,495,6,2026-05-26,Completed,South
925,110,24,2026-03-04,Completed,North
926,164,18,2025-09-30,Completed,North
927,296,25,2026-03-28,Completed,North
928,110,16,2025-11-19,Completed,Central
929,23,9,2025-12-05,Completed,West
930,121,13,2026-01-08,Completed,Central
931,447,6,2026-04-07,Completed,Central
932,48,10,2025-12-05,Completed,Central
933,108,22,2025-09-13,Completed,Central
934,67,6,2025-09-08,Completed,North
935,474,17,2026-02-21,Cancelled,South
936,145,6,2026-04-14,Completed,North
937,173,1,2025-08-27,Completed,South
938,422,1,2025-08-19,Completed,West
939,184,18,2026-06-22,Completed,West
940,246,8,2026-08-01,Completed,North
941,147,2,2025-09-21,Completed,North
942,319,3,2025-10-10,Completed,East
943,285,2,2026-07-07,Completed,Central
944,378,14,2025-08-14,Completed,West
945,101,17,2025-10-19,Completed,North
946,41,2,2025-09-12,Completed,Central
947,271,22,2026-02-06,Completed,West
948,471,15,2025-10-15,Completed,West
949,207,14,2025-09-09,Completed,East
950,359,23,2025-08-14,Completed,East
951,203,20,2026-03-11,Pending,South
952,120,6,2026-04-08,Completed,South
953,490,22,2026-06-22,Completed,West
954,82,22,2025-12-30,Completed,East
955,121,12,2026-04-14,Completed,Central
956,71,6,2026-02-08,Completed,East
957,226,17,2026-02-22,Completed,North
958,44,10,2026-04-01,Completed,North
959,133,3,2026-05-01,Completed,East
960,310,14,2026-03-19,Completed,West
961,174,4,2025-11-09,Completed,East
962,71,9,2025-08-21,Completed,Central
963,328,6,2025-12-22,Completed,North
964,471,9,2025-10-26,Completed,North
965,50,14,2026-03-25,Completed,South
966,276,19,2026-05-07,Completed,Central
967,276,20,2025-08-29,Completed,Central
968,444,3,2025-08-07,Completed,East
969,356,2,2026-07-29,Completed,West
970,65,4,2026-07-25,Completed,East
971,286,20,2025-10-22,Completed,West
972,164,8,2026-04-13,Completed,Central
973,402,5,2026-02-08,Completed,East
974,478,22,2026-07-28,Completed,South
975,144,23,2026-07-13,Completed,Central
976,31,1,2026-06-21,Completed,West
977,218,3,2025-09-02,Completed,South
978,302,24,2026-01-30,Completed,Central
979,409,25,2026-06-09,Completed,West
980,479,23,2026-04-07,Completed,Central
981,427,18,2025-08-25,Completed,South
982,75,9,2025-12-20,Completed,East
983,134,9,2026-03-06,Completed,Central
984,275,15,2026-05-17,Completed,East
985,415,3,2026-08-01,Completed,West
986,444,17,2026-07-13,Completed,Central
987,60,1,2026-01-10,Completed,North
988,261,21,2026-06-17,Completed,Central
989,248,9,2025-12-23,Completed,Central
990,484,11,2026-06-06,Completed,North
991,166,4,2026-05-04,Completed,Central
992,319,13,2025-08-24,Completed,West
993,242,17,2026-06-17,Completed,North
994,452,23,2026-03-29,Completed,Central
995,38,15,2025-11-13,Completed,East
996,428,21,2026-02-23,Completed,North
997,427,2,2025-08-17,Completed,Central
998,474,23,2026-05-14,Completed,North
999,267,21,2025-08-29,Completed,East
1000,1,20,2026-06-22,Completed,North
1001,407,15,2025-11-28,Completed,South
1002,221,19,2025-09-01,Completed,North
1003,409,19,2025-10-24,Completed,Central
1004,372,25,2026-02-19,Completed,East
1005,313,13,2025-09-08,Completed,North
1006,422,8,2025-09-10,Completed,South
1007,129,10,2026-05-10,Completed,Central
1008,82,7,2025-10-30,Completed,North
1009,352,1,2026-02-24,Completed,East
1010,471,8,2025-12-29,Completed,East
1011,81,14,2025-10-14,Completed,North
1012,465,12,2025-10-16,Completed,Central
1013,148,22,2026-02-22,Completed,East
1014,316,20,2026-04-14,Pending,East
1015,18,2,2025-11-06,Pending,Central
1016,65,23,2026-03-11,Completed,Central
1017,235,13,2026-04-01,Completed,North
1018,131,5,2025-10-10,Completed,North
1019,457,14,2026-03-06,Completed,North
1020,125,1,2026-05-19,Completed,North
1021,348,11,2026-03-06,Completed,Central
1022,409,1,2026-01-10,Completed,East
1023,465,15,2026-05-18,Completed,East
1024,93,7,2025-09-11,Completed,South
1025,109,18,2026-05-26,Completed,Central
1026,385,25,2026-04-07,Cancelled,West
1027,142,11,2026-03-13,Completed,North
1028,118,5,2025-12-19,Completed,North
1029,383,4,2026-04-20,Completed,East
1030,345,5,2026-01-27,Completed,South
1031,113,5,2026-05-01,Completed,West
1032,67,17,2026-04-17,Completed,North
1033,423,2,2026-01-14,Completed,Central
1034,46,14,2026-07-10,Completed,West
1035,112,4,2025-09-11,Completed,Central
1036,78,19,2025-10-05,Completed,South
1037,188,13,2026-06-05,Completed,West
1038,221,13,2025-10-11,Completed,Central
1039,67,6,2026-03-03,Completed,North
1040,274,24,2026-01-04,Cancelled,Central
1041,493,10,2026-02-14,Pending,South
1042,369,9,2025-12-11,Completed,West
1043,123,14,2026-04-14,Completed,East
1044,147,12,2025-10-02,Completed,North
1045,470,10,2026-02-25,Completed,East
1046,61,9,2026-03-22,Completed,East
1047,155,25,2026-01-21,Completed,South
1048,63,16,2026-07-30,Completed,South
1049,456,22,2025-12-16,Completed,West
1050,209,7,2026-07-18,Completed,North
1051,33,1,2025-12-02,Completed,Central
1052,155,8,2026-03-03,Completed,North
1053,324,16,2025-12-06,Completed,East
1054,458,17,2026-06-26,Completed,North
1055,255,4,2025-12-24,Completed,South
1056,274,9,2026-01-09,Completed,East
1057,344,24,2026-05-25,Completed,South
1058,252,9,2026-04-04,Completed,North
1059,157,25,2026-01-16,Completed,East
1060,397,13,2026-06-18,Completed,North
1061,142,16,2026-05-10,Completed,East
1062,338,3,2025-12-05,Completed,East
1063,109,19,2026-03-26,Completed,West
1064,255,4,2025-11-03,Completed,North
1065,237,18,2026-03-08,Completed,West
1066,494,17,2026-03-01,Completed,Central
1067,64,5,2025-10-24,Completed,Central
1068,249,13,2025-12-25,Pending,Central
1069,223,16,2026-05-26,Completed,West
1070,241,7,2026-03-03,Completed,West
1071,238,15,2026-07-27,Completed,Central
1072,165,7,2026-05-18,Completed,Central
1073,83,17,2025-11-08,Completed,South
1074,436,18,2025-12-19,Completed,Central
1075,126,25,2026-01-24,Completed,East
1076,273,21,2026-01-22,Completed,East
1077,68,25,2026-01-03,Completed,North
1078,313,8,2025-08-02,Completed,North
1079,413,3,2026-05-11,Completed,North
1080,18,8,2025-08-15,Completed,East
1081,297,14,2025-11-20,Completed,West
1082,107,11,2026-03-21,Completed,Central
1083,313,9,2025-08-08,Completed,South
1084,56,7,2026-02-19,Completed,South
1085,462,14,2025-09-23,Completed,North
1086,285,25,2026-07-13,Completed,South
1087,470,25,2025-11-27,Completed,South
1088,30,15,2025-08-04,Cancelled,East
1089,278,8,2025-11-26,Completed,West
1090,232,19,2025-10-27,Completed,North
1091,272,15,2025-10-24,Completed,East
1092,454,25,2026-06-30,Completed,South
1093,384,9,2025-12-02,Completed,West
1094,348,11,2025-08-10,Completed,West
1095,157,17,2026-05-28,Completed,Central
1096,219,21,2026-06-17,Completed,Central
1097,467,12,2026-04-26,Completed,West
1098,206,8,2026-06-17,Completed,South
1099,55,8,2025-11-17,Completed,North
1100,279,14,2026-07-24,Completed,West
1101,126,11,2026-03-05,Completed,West
1102,24,10,2026-02-16,Completed,Central
1103,58,3,2026-03-06,Completed,West
1104,217,14,2026-03-11,Completed,South
1105,383,6,2026-07-27,Completed,Central
1106,231,13,2026-03-11,Completed,South
1107,324,18,2025-10-01,Completed,West
1108,375,8,2025-09-07,Completed,West
1109,323,24,2025-08-16,Completed,South
1110,236,17,2026-01-27,Completed,Central
1111,278,23,2025-12-18,Completed,West
1112,446,12,2025-10-01,Completed,South
1113,392,20,2025-09-24,Completed,East
1114,146,13,2025-11-12,Completed,Central
1115,205,24,2025-12-22,Completed,Central
1116,21,13,2026-07-13,Completed,Central
1117,169,16,2026-03-16,Completed,Central
1118,404,12,2025-11-07,Completed,South
1119,207,4,2025-10-31,Completed,Central
1120,83,14,2025-11-09,Completed,South
1121,119,9,2026-06-12,Completed,East
1122,155,2,2025-11-26,Completed,South
1123,332,22,2025-09-06,Completed,North
1124,88,4,2026-03-11,Completed,East
1125,86,23,2026-01-04,Completed,South
1126,284,11,2026-03-11,Completed,East
1127,251,12,2026-07-24,Completed,North
1128,152,4,2025-10-25,Completed,Central
1129,353,7,2026-05-14,Completed,Central
1130,286,3,2025-08-31,Completed,West
1131,210,11,2026-05-10,Cancelled,South
1132,150,9,2025-12-06,Completed,West
1133,221,9,2026-06-05,Completed,Central
1134,120,22,2026-02-05,Completed,North
1135,462,22,2025-10-08,Completed,Central
1136,339,22,2026-02-07,Completed,East
1137,441,15,2026-06-18,Completed,East
1138,474,11,2026-07-17,Completed,South
1139,201,17,2026-04-26,Completed,South
1140,223,18,2026-05-01,Completed,Central
1141,276,3,2026-03-13,Cancelled,East
1142,442,14,2026-06-16,Completed,South
1143,382,4,2026-07-20,Completed,Central
1144,65,19,2025-09-08,Completed,East
1145,154,7,2026-03-21,Completed,North
1146,31,23,2026-04-08,Completed,Central
1147,150,15,2025-11-26,Completed,East
1148,52,13,2025-08-16,Completed,Central
1149,333,13,2026-05-12,Completed,South
1150,275,21,2026-06-11,Completed,East
1151,107,14,2026-03-13,Cancelled,Central
1152,304,11,2025-12-28,Cancelled,Central
1153,338,20,2025-09-01,Completed,South
1154,315,17,2026-05-31,Completed,East
1155,62,4,2025-08-23,Completed,East
1156,208,10,2026-07-26,Completed,East
1157,21,9,2026-05-28,Completed,South
1158,183,15,2025-12-09,Completed,East
1159,248,23,2025-12-15,Completed,South
1160,456,23,2026-07-09,Completed,North
1161,353,13,2026-06-15,Completed,North
1162,18,2,2026-01-17,Completed,South
1163,7,1,2026-01-10,Completed,West
1164,96,4,2026-07-29,Completed,East
1165,254,4,2026-07-05,Completed,North
1166,467,19,2025-09-17,Completed,South
1167,321,12,2026-07-05,Completed,South
1168,184,19,2026-05-28,Completed,West
1169,450,17,2025-10-29,Completed,West
1170,150,20,2026-05-19,Completed,West
1171,294,17,2026-04-12,Completed,West
1172,281,17,2026-06-27,Completed,East
1173,48,13,2026-03-23,Completed,South
1174,483,18,2026-07-28,Completed,East
1175,44,11,2025-08-06,Completed,Central
1176,294,10,2026-04-05,Pending,South
1177,165,13,2026-05-30,Completed,East
1178,114,17,2026-04-04,Completed,East
1179,498,7,2025-12-28,Completed,South
1180,403,21,2025-08-23,Completed,North
1181,288,8,2025-11-28,Completed,North
1182,418,25,2026-02-21,Completed,North
1183,4,12,2025-08-17,Completed,South
1184,94,13,2025-12-04,Pending,Central
1185,439,9,2026-02-27,Completed,West
1186,215,24,2026-03-09,Completed,North
1187,46,25,2025-09-29,Completed,Central
1188,76,15,2025-12-06,Completed,West
1189,92,24,2026-02-13,Completed,East
1190,133,25,2026-04-29,Completed,North
1191,450,12,2025-10-26,Completed,East
1192,255,5,2025-09-30,Completed,Central
1193,32,23,2025-08-21,Completed,West
1194,481,1,2026-04-20,Completed,West
1195,285,14,2026-05-13,Completed,North
1196,351,23,2026-01-01,Pending,North
1197,271,22,2026-01-22,Completed,North
1198,67,7,2026-05-21,Completed,Central
1199,444,17,2026-03-21,Completed,East
1200,449,13,2026-03-13,Completed,North
1201,204,22,2026-02-14,Completed,West
1202,199,3,2025-09-05,Completed,North
1203,489,21,2025-10-27,Completed,South
1204,76,4,2026-01-16,Cancelled,West
1205,282,3,2025-11-22,Completed,North
1206,394,5,2026-06-03,Completed,Central
1207,120,19,2026-01-02,Completed,West
1208,79,10,2025-09-28,Completed,East
1209,63,12,2025-09-22,Completed,West
1210,258,11,2025-12-10,Completed,West
1211,6,15,2025-09-03,Completed,South
1212,259,16,2026-02-02,Completed,North
1213,43,11,2026-03-11,Completed,West
1214,426,17,2026-05-18,Completed,South
1215,53,4,2025-08-21,Completed,East
1216,55,14,2026-03-02,Completed,East
1217,284,8,2026-01-04,Completed,North
1218,413,6,2025-11-11,Completed,South
1219,425,3,2025-09-04,Completed,North
1220,10,7,2026-01-03,Completed,South
1221,482,2,2026-02-12,Completed,South
1222,222,8,2026-01-17,Completed,South
1223,459,19,2026-05-29,Completed,South
1224,419,14,2026-04-30,Completed,West
1225,88,15,2025-09-21,Completed,East
1226,440,18,2026-05-24,Completed,North
1227,191,25,2025-09-23,Completed,South
1228,491,6,2026-02-04,Completed,North
1229,116,11,2026-03-07,Completed,North
1230,436,8,2025-10-17,Cancelled,Central
1231,30,15,2026-02-07,Completed,West
1232,302,12,2026-01-02,Completed,North
1233,39,23,2026-04-12,Completed,East
1234,261,21,2026-03-11,Completed,North
1235,55,3,2025-10-17,Completed,East
1236,470,19,2026-03-07,Completed,East
1237,377,1,2026-03-29,Completed,West
1238,182,4,2026-05-14,Completed,North
1239,270,17,2026-02-21,Completed,Central
1240,379,17,2025-11-05,Completed,South
1241,180,1,2025-11-04,Completed,East
1242,229,6,2025-08-29,Completed,Central
1243,1,9,2025-11-13,Completed,North
1244,44,19,2026-05-30,Completed,South
1245,196,1,2026-01-16,Completed,North
1246,165,13,2025-12-05,Completed,West
1247,238,6,2026-04-24,Completed,North
1248,403,14,2026-07-26,Completed,Central
1249,154,5,2026-03-13,Completed,West
1250,459,13,2025-09-05,Completed,West
1251,434,16,2025-09-14,Completed,South
1252,230,19,2026-04-19,Completed,East
1253,390,5,2026-01-09,Completed,North
1254,90,3,2026-01-13,Completed,South
1255,234,17,2025-12-21,Completed,South
1256,494,3,2025-12-15,Completed,North
1257,398,17,2025-10-14,Completed,West
1258,137,14,2025-12-04,Completed,South
1259,395,17,2025-12-13,Completed,Central
1260,247,13,2026-03-20,Completed,East
1261,293,5,2026-04-13,Completed,West
1262,227,1,2025-08-11,Completed,South
1263,252,4,2026-05-27,Completed,East
1264,168,10,2025-11-28,Completed,North
1265,288,17,2025-10-06,Completed,South
1266,325,13,2025-12-15,Completed,North
1267,48,11,2026-03-29,Completed,West
1268,80,14,2026-06-17,Completed,North
1269,90,21,2026-06-09,Completed,Central
1270,324,9,2026-01-20,Completed,Central
1271,369,20,2026-04-01,Completed,South
1272,136,9,2025-09-27,Completed,Central
1273,74,10,2026-01-20,Completed,East
1274,94,18,2025-08-19,Completed,West
1275,457,23,2026-07-26,Completed,East
1276,424,23,2026-06-15,Completed,Central
1277,78,7,2025-10-31,Completed,North
1278,191,19,2025-10-18,Completed,West
1279,214,13,2026-04-25,Pending,Central
1280,194,20,2025-12-25,Cancelled,Central
1281,269,6,2025-10-01,Completed,East
1282,382,7,2026-05-23,Completed,South
1283,112,10,2026-05-11,Completed,Central
1284,432,18,2026-06-29,Completed,Central
1285,426,8,2025-09-04,Completed,West
1286,319,9,2025-09-14,Cancelled,West
1287,270,14,2026-05-16,Completed,West
1288,254,7,2025-08-23,Completed,East
1289,319,24,2025-11-04,Completed,North
1290,213,5,2026-03-31,Completed,North
1291,353,18,2026-07-27,Completed,South
1292,177,12,2025-09-28,Completed,North
1293,277,9,2026-07-05,Pending,South
1294,13,22,2026-06-21,Completed,West
1295,322,23,2026-06-16,Completed,Central
1296,312,23,2025-11-21,Completed,West
1297,240,10,2025-08-07,Completed,Central
1298,87,2,2025-12-13,Completed,Central
1299,323,10,2026-04-28,Completed,South
1300,176,6,2026-06-10,Completed,North
1301,491,2,2025-09-14,Completed,South
1302,296,13,2025-11-28,Completed,North
1303,9,5,2026-01-23,Completed,Central
1304,223,1,2026-01-31,Completed,Central
1305,413,24,2025-08-10,Completed,South
1306,190,19,2025-12-08,Completed,East
1307,132,9,2025-10-22,Pending,North
1308,433,10,2026-05-16,Completed,West
1309,416,14,2026-02-26,Completed,South
1310,152,15,2025-10-23,Completed,West
1311,192,7,2025-10-20,Completed,South
1312,217,2,2026-03-02,Completed,Central
1313,496,9,2026-02-21,Completed,East
1314,381,10,2026-05-20,Completed,West
1315,125,24,2025-11-10,Completed,North
1316,350,5,2026-03-03,Completed,West
1317,203,15,2026-02-05,Completed,Central
1318,353,1,2026-03-31,Completed,South
1319,109,10,2026-05-12,Completed,Central
1320,224,19,2025-09-25,Completed,South
1321,372,17,2026-04-28,Pending,West
1322,2,7,2026-04-30,Completed,South
1323,86,14,2026-04-18,Completed,East
1324,485,14,2025-08-09,Completed,West
1325,107,4,2025-12-26,Cancelled,Central
1326,224,10,2026-03-16,Completed,South
1327,413,21,2026-07-19,Completed,North
1328,117,9,2026-04-16,Completed,North
1329,471,6,2026-02-22,Cancelled,Central
1330,259,23,2025-08-18,Completed,Central
1331,358,3,2025-11-09,Completed,East
1332,139,13,2025-10-07,Completed,East
1333,291,25,2025-08-25,Completed,Central
1334,51,14,2025-11-20,Completed,East
1335,89,9,2025-10-18,Completed,North
1336,457,9,2026-06-04,Completed,Central
1337,163,16,2026-04-29,Completed,West
1338,319,10,2026-03-29,Completed,South
1339,143,24,2025-11-15,Completed,Central
1340,422,20,2025-08-22,Completed,Central
1341,395,13,2026-01-29,Completed,Central
1342,87,23,2026-04-13,Completed,South
1343,236,16,2025-08-05,Completed,West
1344,257,17,2025-08-27,Completed,East
1345,332,25,2025-12-30,Completed,West
1346,150,17,2026-04-15,Completed,West
1347,272,25,2025-11-15,Completed,Central
1348,422,12,2026-04-16,Completed,West
1349,485,19,2026-06-28,Pending,South
1350,19,23,2026-07-22,Completed,East
1351,40,18,2026-04-15,Completed,North
1352,106,17,2025-12-19,Completed,North
1353,205,22,2026-07-03,Completed,Central
1354,414,18,2025-09-12,Completed,Central
1355,402,25,2025-08-09,Completed,South
1356,367,25,2025-11-23,Completed,North
1357,252,11,2026-07-04,Completed,West
1358,22,22,2026-07-11,Completed,North
1359,276,7,2026-04-11,Pending,East
1360,334,23,2025-12-30,Completed,South
1361,228,4,2025-10-30,Completed,West
1362,399,21,2025-12-27,Completed,Central
1363,34,14,2026-02-15,Cancelled,Central
1364,188,15,2026-05-04,Completed,South
1365,425,3,2025-09-09,Completed,East
1366,200,1,2026-07-19,Cancelled,East
1367,313,4,2025-12-02,Completed,North
1368,141,22,2026-02-06,Completed,North
1369,78,14,2026-07-04,Pending,North
1370,213,14,2026-03-21,Pending,North
1371,38,7,2026-02-24,Pending,Central
1372,85,7,2025-09-05,Completed,East
1373,415,13,2025-10-13,Completed,West
1374,35,19,2025-10-18,Completed,East
1375,107,9,2026-02-12,Cancelled,East
1376,142,13,2026-01-26,Completed,West
1377,48,4,2026-03-07,Completed,Central
1378,125,15,2026-07-27,Completed,West
1379,34,9,2026-05-05,Completed,Central
1380,234,4,2025-08-10,Completed,West
1381,390,15,2025-08-17,Completed,Central
1382,337,7,2025-11-06,Cancelled,North
1383,28,6,2026-07-26,Completed,East
1384,206,14,2026-02-23,Completed,Central
1385,301,5,2025-11-28,Completed,North
1386,274,10,2025-12-09,Completed,North
1387,110,6,2026-02-08,Completed,East
1388,396,10,2026-01-01,Completed,North
1389,183,13,2026-05-18,Completed,South
1390,434,3,2025-10-01,Completed,West
1391,190,8,2025-08-09,Completed,Central
1392,120,11,2025-12-14,Completed,West
1393,363,25,2026-04-24,Completed,Central
1394,147,14,2025-12-16,Completed,West
1395,401,17,2025-12-18,Completed,North
1396,86,25,2026-04-01,Cancelled,East
1397,284,23,2025-11-27,Completed,South
1398,63,10,2025-11-01,Completed,Central
1399,56,15,2026-02-12,Completed,Central
1400,342,4,2025-11-17,Completed,West
1401,115,7,2026-06-13,Completed,North
1402,18,25,2025-08-26,Completed,South
1403,215,16,2026-04-02,Pending,East
1404,37,14,2025-11-10,Completed,North
1405,452,14,2026-07-09,Cancelled,West
1406,31,7,2025-12-30,Completed,West
1407,51,23,2026-07-13,Completed,North
1408,350,10,2026-06-14,Pending,East
1409,285,21,2025-08-13,Completed,North
1410,163,5,2026-03-05,Cancelled,North
1411,337,13,2025-11-18,Completed,East
1412,146,2,2025-10-28,Completed,North
1413,340,14,2025-09-29,Completed,West
1414,160,3,2025-12-12,Completed,East
1415,363,15,2026-07-16,Completed,Central
1416,152,5,2026-01-01,Completed,North
1417,448,1,2026-04-14,Completed,North
1418,228,25,2025-09-24,Completed,North
1419,140,25,2025-09-05,Completed,Central
1420,257,24,2026-05-12,Completed,South
1421,90,18,2025-12-28,Completed,Central
1422,153,2,2026-02-20,Completed,North
1423,117,12,2026-04-22,Completed,South
1424,161,7,2026-03-27,Pending,West
1425,21,20,2026-07-06,Completed,North
1426,336,9,2026-04-01,Completed,West
